t	x_d	y_d	theta_d	Vr	oz	Vdot
39.500000	7.900000	0.000000	0.000000	0.200000	0.000000	0.000000
39.600000	7.920000	0.000000	0.000000	0.200000	0.000000	0.000000
39.700000	7.940000	0.000000	0.000000	0.200000	0.000000	0.000000
39.800000	7.960000	0.000000	0.000000	0.200000	0.000000	0.000000
39.900000	7.980000	0.000000	0.000000	0.200000	0.000000	0.000000
40.000000	8.000000	0.000000	0.000000	0.200000	0.000000	0.000000
40.100000	8.020000	0.000000	0.000000	0.200000	0.000000	0.000000
40.200000	8.040000	0.000000	0.000000	0.200000	0.000000	0.000000
40.300000	8.060000	0.000000	0.000000	0.200000	0.000000	0.000000
40.400000	8.080000	0.000000	0.000000	0.200000	0.000000	0.000000
40.500000	8.100000	0.000000	0.000000	0.200000	0.000000	0.000000
40.600000	8.120000	0.000000	0.000000	0.200000	0.000000	0.000000
40.700000	8.140000	0.000000	0.000000	0.200000	0.000000	0.000000
40.800000	8.160000	0.000000	0.000000	0.200000	0.000000	0.000000
40.900000	8.180000	0.000000	0.000000	0.200000	0.000000	0.000000
41.000000	8.200000	0.000000	0.000000	0.200000	0.000000	0.000000
41.100000	8.220000	0.000000	0.000000	0.200000	0.000000	0.000000
41.200000	8.240000	0.000000	0.000000	0.200000	0.000000	0.000000
41.300000	8.260000	0.000000	0.000000	0.200000	0.000000	0.000000
41.400000	8.280000	0.000000	0.000000	0.200000	0.000000	0.000000
41.500000	8.300000	0.000000	0.000000	0.200000	0.000000	0.000000
41.600000	8.320000	0.000000	0.000000	0.200000	0.000000	0.000000
41.700000	8.340000	0.000000	0.000000	0.200000	0.000000	0.000000
41.800000	8.360000	0.000000	0.000000	0.200000	0.000000	0.000000
41.900000	8.380000	0.000000	0.000000	0.200000	0.000000	0.000000
42.000000	8.400000	0.000000	0.000000	0.200000	0.000000	0.000000
42.100000	8.420000	0.000000	0.000000	0.200000	0.000000	0.000000
42.200000	8.440000	0.000000	0.000000	0.200000	0.000000	0.000000
42.300000	8.460000	0.000000	0.000000	0.200000	0.000000	0.000000
42.400000	8.480000	0.000000	0.000000	0.200000	0.000000	0.000000
42.500000	8.500000	0.000000	0.000000	0.200000	0.000000	0.000000
42.600000	8.520000	0.000000	0.000000	0.200000	0.000000	0.000000
42.700000	8.540000	0.000000	0.000000	0.200000	0.000000	0.000000
42.800000	8.560000	0.000000	0.000000	0.200000	0.000000	0.000000
42.900000	8.580000	0.000000	0.000000	0.200000	0.000000	0.000000
43.000000	8.600000	0.000000	0.000000	0.200000	0.000000	0.000000
43.100000	8.620000	0.000000	0.000000	0.200000	0.000000	0.000000
43.200000	8.640000	0.000000	0.000000	0.200000	0.000000	0.000000
43.300000	8.660000	0.000000	0.000000	0.200000	0.000000	0.000000
43.400000	8.680000	0.000000	0.000000	0.200000	0.000000	0.000000
43.500000	8.700000	0.000000	0.000000	0.200000	0.000000	0.000000
43.600000	8.720000	0.000000	0.000000	0.200000	0.000000	0.000000
43.700000	8.740000	0.000000	0.000000	0.200000	0.000000	0.000000
43.800000	8.760000	0.000000	0.000000	0.200000	0.000000	0.000000
43.900000	8.780000	0.000000	0.000000	0.200000	0.000000	0.000000
44.000000	8.800000	0.000000	0.000000	0.200000	0.000000	0.000000
44.100000	8.820000	0.000000	0.000000	0.200000	0.000000	0.000000
44.200000	8.840000	0.000000	0.000000	0.200000	0.000000	0.000000
44.300000	8.860000	0.000000	0.000000	0.200000	0.000000	0.000000
44.400000	8.880000	0.000000	0.000000	0.200000	0.000000	0.000000
44.500000	8.900000	0.000000	0.000000	0.200000	0.000000	0.000000
44.600000	8.920000	0.000000	0.000000	0.200000	0.000000	0.000000
44.700000	8.940000	0.000000	0.000000	0.200000	0.000000	0.000000
44.800000	8.960000	0.000000	0.000000	0.200000	0.000000	0.000000
44.900000	8.980000	0.000000	0.000000	0.200000	0.000000	0.000000
45.000000	9.000000	0.000000	0.000000	0.200000	0.000000	0.000000
45.100000	9.020000	0.000000	0.000000	0.200000	0.000000	0.000000
45.200000	9.040000	0.000000	0.000000	0.200000	0.000000	0.000000
45.300000	9.060000	0.000000	0.000000	0.200000	0.000000	0.000000
45.400000	9.080000	0.000000	0.000000	0.200000	0.000000	0.000000
45.500000	9.100000	0.000000	0.000000	0.200000	0.000000	0.000000
45.600000	9.120000	0.000000	0.000000	0.200000	0.000000	0.000000
45.700000	9.140000	0.000000	0.000000	0.200000	0.000000	0.000000
45.800000	9.160000	0.000000	0.000000	0.200000	0.000000	0.000000
45.900000	9.180000	0.000000	0.000000	0.200000	0.000000	0.000000
46.000000	9.200000	0.000000	0.000000	0.200000	0.000000	0.000000
46.100000	9.220000	0.000000	0.000000	0.200000	0.000000	0.000000
46.200000	9.240000	0.000000	0.000000	0.200000	0.000000	0.000000
46.300000	9.260000	0.000000	0.000000	0.200000	0.000000	0.000000
46.400000	9.280000	0.000000	0.000000	0.200000	0.000000	0.000000
46.500000	9.300000	0.000000	0.000000	0.200000	0.000000	0.000000
46.600000	9.320000	0.000000	0.000000	0.200000	0.000000	0.000000
46.700000	9.340000	0.000000	0.000000	0.200000	0.000000	0.000000
46.800000	9.360000	0.000000	0.000000	0.200000	0.000000	0.000000
46.900000	9.380000	0.000000	0.000000	0.200000	0.000000	0.000000
47.000000	9.400000	0.000000	0.000000	0.200000	0.000000	0.000000
47.100000	9.420000	0.000000	0.000000	0.200000	0.000000	0.000000
47.200000	9.440000	0.000000	0.000000	0.200000	0.000000	0.000000
47.300000	9.460000	0.000000	0.000000	0.200000	0.000000	0.000000
47.400000	9.480000	0.000000	0.000000	0.200000	0.000000	0.000000
47.500000	9.500000	0.000000	0.000000	0.200000	0.000000	0.000000
47.600000	9.520000	0.000000	0.000000	0.200000	0.000000	0.000000
47.700000	9.540000	0.000000	0.000000	0.200000	0.000000	0.000000
47.800000	9.560000	0.000000	0.000000	0.200000	0.000000	0.000000
47.900000	9.580000	0.000000	0.000000	0.200000	0.000000	0.000000
48.000000	9.600000	0.000000	0.000000	0.200000	0.000000	0.000000
48.100000	9.620000	0.000000	0.000000	0.200000	0.000000	0.000000
48.200000	9.640000	0.000000	0.000000	0.200000	0.000000	0.000000
48.300000	9.660000	0.000000	0.000000	0.200000	0.000000	0.000000
48.400000	9.680000	0.000000	0.000000	0.200000	0.000000	0.000000
48.500000	9.700000	0.000000	0.000000	0.200000	0.000000	0.000000
48.600000	9.720000	0.000000	0.000000	0.200000	0.000000	0.000000
48.700000	9.740000	0.000000	0.000000	0.200000	0.000000	0.000000
48.800000	9.760000	0.000000	0.000000	0.200000	0.000000	0.000000
48.900000	9.780000	0.000000	0.000000	0.200000	0.000000	0.000000
49.000000	9.800000	0.000000	0.000000	0.200000	0.000000	0.000000
49.100000	9.820000	0.000000	0.000000	0.200000	0.000000	0.000000
49.200000	9.840000	0.000000	0.000000	0.200000	0.000000	0.000000
49.300000	9.860000	0.000000	0.000000	0.200000	0.000000	0.000000
49.400000	9.880000	0.000000	0.000000	0.200000	0.000000	0.000000
49.500000	9.900000	0.000000	0.000000	0.200000	0.000000	0.000000
49.600000	9.920000	0.000000	0.000000	0.200000	0.000000	0.000000
49.700000	9.940000	0.000000	0.000000	0.200000	0.000000	0.000000
49.800000	9.960000	0.000000	0.000000	0.200000	0.000000	0.000000
49.900000	9.980000	0.000000	0.000000	0.200000	0.000000	0.000000
50.000000	10.000000	0.000000	0.000000	0.200000	0.000000	0.000000
50.100000	10.020000	0.000000	0.000000	0.200000	0.000000	0.000000
50.200000	10.040000	0.000000	0.000000	0.200000	0.000000	0.000000
50.300000	10.060000	0.000000	0.000000	0.200000	0.000000	0.000000
50.400000	10.080000	0.000000	0.000000	0.200000	0.000000	0.000000
50.500000	10.100000	0.000000	0.000000	0.200000	0.000000	0.000000
50.600000	10.120000	0.000000	0.000000	0.200000	0.000000	0.000000
50.700000	10.140000	0.000000	0.000000	0.200000	0.000000	0.000000
50.800000	10.160000	0.000000	0.000000	0.200000	0.000000	0.000000
50.900000	10.180000	0.000000	0.000000	0.200000	0.000000	0.000000
51.000000	10.200000	0.000000	0.000000	0.200000	0.000000	0.000000
51.100000	10.220000	0.000000	0.000000	0.200000	0.000000	0.000000
51.200000	10.240000	0.000000	0.000000	0.200000	0.000000	0.000000
51.300000	10.260000	0.000000	0.000000	0.200000	0.000000	0.000000
51.400000	10.280000	0.000000	0.000000	0.200000	0.000000	0.000000
51.500000	10.300000	0.000000	0.000000	0.200000	0.000000	0.000000
51.600000	10.320000	0.000000	0.000000	0.200000	0.000000	0.000000
51.700000	10.340000	0.000000	0.000000	0.200000	0.000000	0.000000
51.800000	10.360000	0.000000	0.000000	0.200000	0.000000	0.000000
51.900000	10.380000	0.000000	0.000000	0.200000	0.000000	0.000000
52.000000	10.400000	0.000000	0.000000	0.200000	0.000000	0.000000
52.100000	10.420000	0.000000	0.000000	0.200000	0.000000	0.000000
52.200000	10.440000	0.000000	0.000000	0.200000	0.000000	0.000000
52.300000	10.460000	0.000000	0.000000	0.200000	0.000000	0.000000
52.400000	10.480000	0.000000	0.000000	0.200000	0.000000	0.000000
52.500000	10.500000	0.000000	0.000000	0.200000	0.000000	0.000000
52.600000	10.520000	0.000000	0.000000	0.200000	0.000000	0.000000
52.700000	10.540000	0.000000	0.000000	0.200000	0.000000	0.000000
52.800000	10.560000	0.000000	0.000000	0.200000	0.000000	0.000000
52.900000	10.580000	0.000000	0.000000	0.200000	0.000000	0.000000
53.000000	10.600000	0.000000	0.000000	0.200000	0.000000	0.000000
53.100000	10.620000	0.000000	0.000000	0.200000	0.000000	0.000000
53.200000	10.640000	0.000000	0.000000	0.200000	0.000000	0.000000
53.300000	10.660000	0.000000	0.000000	0.200000	0.000000	0.000000
53.400000	10.680000	0.000000	0.000000	0.200000	0.000000	0.000000
53.500000	10.700000	0.000000	0.000000	0.200000	0.000000	0.000000
53.600000	10.720000	0.000000	0.000000	0.200000	0.000000	0.000000
53.700000	10.740000	0.000000	0.000000	0.200000	0.000000	0.000000
53.800000	10.760000	0.000000	0.000000	0.200000	0.000000	0.000000
53.900000	10.780000	0.000000	0.000000	0.200000	0.000000	0.000000
54.000000	10.800000	0.000000	0.000000	0.200000	0.000000	0.000000
54.100000	10.820000	0.000000	0.000000	0.200000	0.000000	0.000000
54.200000	10.840000	0.000000	0.000000	0.200000	0.000000	0.000000
54.300000	10.860000	0.000000	0.000000	0.200000	0.000000	0.000000
54.400000	10.880000	0.000000	0.000000	0.200000	0.000000	0.000000
54.500000	10.900000	0.000000	0.000000	0.200000	0.000000	0.000000
54.600000	10.920000	0.000000	0.000000	0.200000	0.000000	0.000000
54.700000	10.940000	0.000000	0.000000	0.200000	0.000000	0.000000
54.800000	10.960000	0.000000	0.000000	0.200000	0.000000	0.000000
54.900000	10.980000	0.000000	0.000000	0.200000	0.000000	0.000000
55.000000	11.000000	0.000000	0.000000	0.200000	0.000000	0.000000
55.100000	11.020000	0.000000	0.000000	0.200000	0.000000	0.000000
55.200000	11.040000	0.000000	0.000000	0.200000	0.000000	0.000000
55.300000	11.060000	0.000000	0.000000	0.200000	0.000000	0.000000
55.400000	11.080000	0.000000	0.000000	0.200000	0.000000	0.000000
55.500000	11.100000	0.000000	0.000000	0.200000	0.000000	0.000000
55.600000	11.120000	0.000000	0.000000	0.200000	0.000000	0.000000
55.700000	11.140000	0.000000	0.000000	0.200000	0.000000	0.000000
55.800000	11.160000	0.000000	0.000000	0.200000	0.000000	0.000000
55.900000	11.180000	0.000000	0.000000	0.200000	0.000000	0.000000
56.000000	11.200000	0.000000	0.000000	0.200000	0.000000	0.000000
56.100000	11.220000	0.000000	0.000000	0.200000	0.000000	0.000000
56.200000	11.240000	0.000000	0.000000	0.200000	0.000000	0.000000
56.300000	11.260000	0.000000	0.000000	0.200000	0.000000	0.000000
56.400000	11.280000	0.000000	0.000000	0.200000	0.000000	0.000000
56.500000	11.300000	0.000000	0.000000	0.200000	0.000000	0.000000
56.600000	11.320000	0.000000	0.000000	0.200000	0.000000	0.000000
56.700000	11.340000	0.000000	0.000000	0.200000	0.000000	0.000000
56.800000	11.360000	0.000000	0.000000	0.200000	0.000000	0.000000
56.900000	11.380000	0.000000	0.000000	0.200000	0.000000	0.000000
57.000000	11.400000	0.000000	0.000000	0.200000	0.000000	0.000000
57.100000	11.420000	0.000000	0.000000	0.200000	0.000000	0.000000
57.200000	11.440000	0.000000	0.000000	0.200000	0.000000	0.000000
57.300000	11.460000	0.000000	0.000000	0.200000	0.000000	0.000000
57.400000	11.480000	0.000000	0.000000	0.200000	0.000000	0.000000
57.500000	11.500000	0.000000	0.000000	0.200000	0.000000	0.000000
57.600000	11.520000	0.000000	0.000000	0.200000	0.000000	0.000000
57.700000	11.540000	0.000000	0.000000	0.200000	0.000000	0.000000
57.800000	11.560000	0.000000	0.000000	0.200000	0.000000	0.000000
57.900000	11.580000	0.000000	0.000000	0.200000	0.000000	0.000000
58.000000	11.600000	0.000000	0.000000	0.200000	0.000000	0.000000
58.100000	11.620000	0.000000	0.000000	0.200000	0.000000	0.000000
58.200000	11.640000	0.000000	0.000000	0.200000	0.000000	0.000000
58.300000	11.660000	0.000000	0.000000	0.200000	0.000000	0.000000
58.400000	11.680000	0.000000	0.000000	0.200000	0.000000	0.000000
58.500000	11.700000	0.000000	0.000000	0.200000	0.000000	0.000000
58.600000	11.720000	0.000000	0.000000	0.200000	0.000000	0.000000
58.700000	11.740000	0.000000	0.000000	0.200000	0.000000	0.000000
58.800000	11.760000	0.000000	0.000000	0.200000	0.000000	0.000000
58.900000	11.780000	0.000000	0.000000	0.200000	0.000000	0.000000
59.000000	11.800000	0.000000	0.000000	0.200000	0.000000	0.000000
59.100000	11.820000	0.000000	0.000000	0.200000	0.000000	0.000000
59.200000	11.840000	0.000000	0.000000	0.200000	0.000000	0.000000
59.300000	11.860000	0.000000	0.000000	0.200000	0.000000	0.000000
59.400000	11.880000	0.000000	0.000000	0.200000	0.000000	0.000000
59.500000	11.900000	0.000000	0.000000	0.200000	0.000000	0.000000
59.600000	11.920000	0.000000	0.000000	0.200000	0.000000	0.000000
59.700000	11.940000	0.000000	0.000000	0.200000	0.000000	0.000000
59.800000	11.960000	0.000000	0.000000	0.200000	0.000000	0.000000
59.900000	11.980000	0.000000	0.000000	0.200000	0.000000	0.000000
60.000000	12.000000	0.000000	0.000000	0.200000	0.000000	0.000000
60.100000	12.020000	0.000000	0.000000	0.200000	0.000000	0.000000
60.200000	12.040000	0.000000	0.000000	0.200000	0.000000	0.000000
60.300000	12.060000	0.000000	0.000000	0.200000	0.000000	0.000000
60.400000	12.080000	0.000000	0.000000	0.200000	0.000000	0.000000
60.500000	12.100000	0.000000	0.000000	0.200000	0.000000	0.000000
60.600000	12.120000	0.000000	0.000000	0.200000	0.000000	0.000000
60.700000	12.140000	0.000000	0.000000	0.200000	0.000000	0.000000
60.800000	12.160000	0.000000	0.000000	0.200000	0.000000	0.000000
60.900000	12.180000	0.000000	0.000000	0.200000	0.000000	0.000000
61.000000	12.200000	0.000000	0.000000	0.200000	0.000000	0.000000
61.100000	12.220000	0.000000	0.000000	0.200000	0.000000	0.000000
61.200000	12.240000	0.000000	0.000000	0.200000	0.000000	0.000000
61.300000	12.260000	0.000000	0.000000	0.200000	0.000000	0.000000
61.400000	12.280000	0.000000	0.000000	0.200000	0.000000	0.000000
61.500000	12.300000	0.000000	0.000000	0.200000	0.000000	0.000000
61.600000	12.320000	0.000000	0.000000	0.200000	0.000000	0.000000
61.700000	12.340000	0.000000	0.000000	0.200000	0.000000	0.000000
61.800000	12.360000	0.000000	0.000000	0.200000	0.000000	0.000000
61.900000	12.380000	0.000000	0.000000	0.200000	0.000000	0.000000
62.000000	12.400000	0.000000	0.000000	0.200000	0.000000	0.000000
62.100000	12.420000	0.000000	0.000000	0.200000	0.000000	0.000000
62.200000	12.440000	0.000000	0.000000	0.200000	0.000000	0.000000
62.300000	12.460000	0.000000	0.000000	0.200000	0.000000	0.000000
62.400000	12.480000	0.000000	0.000000	0.200000	0.000000	0.000000
62.500000	12.500000	0.000000	0.000000	0.200000	0.000000	0.000000
62.600000	12.520000	0.000000	0.000000	0.200000	0.000000	0.000000
62.700000	12.540000	0.000000	0.000000	0.200000	0.000000	0.000000
62.800000	12.560000	0.000000	0.000000	0.200000	0.000000	0.000000
62.900000	12.580000	0.000000	0.000000	0.200000	0.000000	0.000000
63.000000	12.600000	0.000000	0.000000	0.200000	0.000000	0.000000
63.100000	12.620000	0.000000	0.000000	0.200000	0.000000	0.000000
63.200000	12.640000	0.000000	0.000000	0.200000	0.000000	0.000000
63.300000	12.660000	0.000000	0.000000	0.200000	0.000000	0.000000
63.400000	12.680000	0.000000	0.000000	0.200000	0.000000	0.000000
63.500000	12.700000	0.000000	0.000000	0.200000	0.000000	0.000000
63.600000	12.720000	0.000000	0.000000	0.200000	0.000000	0.000000
63.700000	12.740000	0.000000	0.000000	0.200000	0.000000	0.000000
63.800000	12.760000	0.000000	0.000000	0.200000	0.000000	0.000000
63.900000	12.780000	0.000000	0.000000	0.200000	0.000000	0.000000
64.000000	12.800000	0.000000	0.000000	0.200000	0.000000	0.000000
64.100000	12.820000	0.000000	0.000000	0.200000	0.000000	0.000000
64.200000	12.840000	0.000000	0.000000	0.200000	0.000000	0.000000
64.300000	12.860000	0.000000	0.000000	0.200000	0.000000	0.000000
64.400000	12.880000	0.000000	0.000000	0.200000	0.000000	0.000000
64.500000	12.900000	0.000000	0.000000	0.200000	0.000000	0.000000
64.600000	12.920000	0.000000	0.000000	0.200000	0.000000	0.000000
64.700000	12.940000	0.000000	0.000000	0.200000	0.000000	0.000000
64.800000	12.960000	0.000000	0.000000	0.200000	0.000000	0.000000
64.900000	12.980000	0.000000	0.000000	0.200000	0.000000	0.000000
65.000000	13.000000	0.000000	0.000000	0.200000	0.000000	0.000000
65.100000	13.020000	0.000000	0.000000	0.200000	0.000000	0.000000
65.200000	13.040000	0.000000	0.000000	0.200000	0.000000	0.000000
65.300000	13.060000	0.000000	0.000000	0.200000	0.000000	0.000000
65.400000	13.080000	0.000000	0.000000	0.200000	0.000000	0.000000
65.500000	13.100000	0.000000	0.000000	0.200000	0.000000	0.000000
65.600000	13.120000	0.000000	0.000000	0.200000	0.000000	0.000000
65.700000	13.140000	0.000000	0.000000	0.200000	0.000000	0.000000
65.800000	13.160000	0.000000	0.000000	0.200000	0.000000	0.000000
65.900000	13.180000	0.000000	0.000000	0.200000	0.000000	0.000000
66.000000	13.200000	0.000000	0.000000	0.200000	0.000000	0.000000
66.100000	13.220000	0.000000	0.000000	0.200000	0.000000	0.000000
66.200000	13.240000	0.000000	0.000000	0.200000	0.000000	0.000000
66.300000	13.260000	0.000000	0.000000	0.200000	0.000000	0.000000
66.400000	13.280000	0.000000	0.000000	0.200000	0.000000	0.000000
66.500000	13.300000	0.000000	0.000000	0.200000	0.000000	0.000000
66.600000	13.320000	0.000000	0.000000	0.200000	0.000000	0.000000
66.700000	13.340000	0.000000	0.000000	0.200000	0.000000	0.000000
66.800000	13.360000	0.000000	0.000000	0.200000	0.000000	0.000000
66.900000	13.380000	0.000000	0.000000	0.200000	0.000000	0.000000
67.000000	13.400000	0.000000	0.000000	0.200000	0.000000	0.000000
67.100000	13.420000	0.000000	0.000000	0.200000	0.000000	0.000000
67.200000	13.440000	0.000000	0.000000	0.200000	0.000000	0.000000
67.300000	13.460000	0.000000	0.000000	0.200000	0.000000	0.000000
67.400000	13.480000	0.000000	0.000000	0.200000	0.000000	0.000000
67.500000	13.500000	0.000000	0.000000	0.200000	0.000000	0.000000
67.600000	13.520000	0.000000	0.000000	0.200000	0.000000	0.000000
67.700000	13.540000	0.000000	0.000000	0.200000	0.000000	0.000000
67.800000	13.560000	0.000000	0.000000	0.200000	0.000000	0.000000
67.900000	13.580000	0.000000	0.000000	0.200000	0.000000	0.000000
68.000000	13.600000	0.000000	0.000000	0.200000	0.000000	0.000000
68.100000	13.620000	0.000000	0.000000	0.200000	0.000000	0.000000
68.200000	13.640000	0.000000	0.000000	0.200000	0.000000	0.000000
68.300000	13.660000	0.000000	0.000000	0.200000	0.000000	0.000000
68.400000	13.680000	0.000000	0.000000	0.200000	0.000000	0.000000
68.500000	13.700000	0.000000	0.000000	0.200000	0.000000	0.000000
68.600000	13.720000	0.000000	0.000000	0.200000	0.000000	0.000000
68.700000	13.740000	0.000000	0.000000	0.200000	0.000000	0.000000
68.800000	13.760000	0.000000	0.000000	0.200000	0.000000	0.000000
68.900000	13.780000	0.000000	0.000000	0.200000	0.000000	0.000000
69.000000	13.800000	0.000000	0.000000	0.200000	0.000000	0.000000
69.100000	13.820000	0.000000	0.000000	0.200000	0.000000	0.000000
69.200000	13.840000	0.000000	0.000000	0.200000	0.000000	0.000000
69.300000	13.860000	0.000000	0.000000	0.200000	0.000000	0.000000
69.400000	13.880000	0.000000	0.000000	0.200000	0.000000	0.000000
69.500000	13.900000	0.000000	0.000000	0.200000	0.000000	0.000000
69.600000	13.920000	0.000000	0.000000	0.200000	0.000000	0.000000
69.700000	13.940000	0.000000	0.000000	0.200000	0.000000	0.000000
69.800000	13.960000	0.000000	0.000000	0.200000	0.000000	0.000000
69.900000	13.980000	0.000000	0.000000	0.200000	0.000000	0.000000
70.000000	14.000000	0.000000	0.000000	0.200000	0.000000	0.000000
70.100000	14.020000	0.000000	0.000000	0.200000	0.000000	0.000000
70.200000	14.040000	0.000000	0.000000	0.200000	0.000000	0.000000
70.300000	14.060000	0.000000	0.000000	0.200000	0.000000	0.000000
70.400000	14.080000	0.000000	0.000000	0.200000	0.000000	0.000000
70.500000	14.100000	0.000000	0.000000	0.200000	0.000000	0.000000
70.600000	14.120000	0.000000	0.000000	0.200000	0.000000	0.000000
70.700000	14.140000	0.000000	0.000000	0.200000	0.000000	0.000000
70.800000	14.160000	0.000000	0.000000	0.200000	0.000000	0.000000
70.900000	14.180000	0.000000	0.000000	0.200000	0.000000	0.000000
71.000000	14.200000	0.000000	0.000000	0.200000	0.000000	0.000000
71.100000	14.220000	0.000000	0.000000	0.200000	0.000000	0.000000
71.200000	14.240000	0.000000	0.000000	0.200000	0.000000	0.000000
71.300000	14.260000	0.000000	0.000000	0.200000	0.000000	0.000000
71.400000	14.280000	0.000000	0.000000	0.200000	0.000000	0.000000
71.500000	14.300000	0.000000	0.000000	0.200000	0.000000	0.000000
71.600000	14.320000	0.000000	0.000000	0.200000	0.000000	0.000000
71.700000	14.340000	0.000000	0.000000	0.200000	0.000000	0.000000
71.800000	14.360000	0.000000	0.000000	0.200000	0.000000	0.000000
71.900000	14.380000	0.000000	0.000000	0.200000	0.000000	0.000000
72.000000	14.400000	0.000000	0.000000	0.200000	0.000000	0.000000
72.100000	14.420000	0.000000	0.000000	0.200000	0.000000	0.000000
72.200000	14.440000	0.000000	0.000000	0.200000	0.000000	0.000000
72.300000	14.460000	0.000000	0.000000	0.200000	0.000000	0.000000
72.400000	14.480000	0.000000	0.000000	0.200000	0.000000	0.000000
72.500000	14.500000	0.000000	0.000000	0.200000	0.000000	0.000000
72.600000	14.520000	0.000000	0.000000	0.200000	0.000000	0.000000
72.700000	14.540000	0.000000	0.000000	0.200000	0.000000	0.000000
72.800000	14.560000	0.000000	0.000000	0.200000	0.000000	0.000000
72.900000	14.580000	0.000000	0.000000	0.200000	0.000000	0.000000
73.000000	14.600000	0.000000	0.000000	0.200000	0.000000	0.000000
73.100000	14.620000	0.000000	0.000000	0.200000	0.000000	0.000000
73.200000	14.640000	0.000000	0.000000	0.200000	0.000000	0.000000
73.300000	14.660000	0.000000	0.000000	0.200000	0.000000	0.000000
73.400000	14.680000	0.000000	0.000000	0.200000	0.000000	0.000000
73.500000	14.700000	0.000000	0.000000	0.200000	0.000000	0.000000
73.600000	14.720000	0.000000	0.000000	0.200000	0.000000	0.000000
73.700000	14.740000	0.000000	0.000000	0.200000	0.000000	0.000000
73.800000	14.760000	0.000000	0.000000	0.200000	0.000000	0.000000
73.900000	14.780000	0.000000	0.000000	0.200000	0.000000	0.000000
74.000000	14.800000	0.000000	0.000000	0.200000	0.000000	0.000000
74.100000	14.820000	0.000000	0.000000	0.200000	0.000000	0.000000
74.200000	14.840000	0.000000	0.000000	0.200000	0.000000	0.000000
74.300000	14.860000	0.000000	0.000000	0.200000	0.000000	0.000000
74.400000	14.880000	0.000000	0.000000	0.200000	0.000000	0.000000
74.500000	14.900000	0.000000	0.000000	0.200000	0.000000	0.000000
74.600000	14.920000	0.000000	0.000000	0.200000	0.000000	0.000000
74.700000	14.940000	0.000000	0.000000	0.200000	0.000000	0.000000
74.800000	14.960000	0.000000	0.000000	0.200000	0.000000	0.000000
74.900000	14.980000	0.000000	0.000000	0.200000	0.000000	0.000000
75.000000	15.000000	0.000000	0.000000	0.200000	0.000000	0.000000
75.100000	15.020000	0.000000	0.000000	0.200000	0.000000	0.000000
75.200000	15.040000	0.000000	0.000000	0.200000	0.000000	0.000000
75.300000	15.060000	0.000000	0.000000	0.200000	0.000000	0.000000
75.400000	15.080000	0.000000	0.000000	0.200000	0.000000	0.000000
75.500000	15.100000	0.000000	0.000000	0.200000	0.000000	0.000000
75.600000	15.120000	0.000000	0.000000	0.200000	0.000000	0.000000
75.700000	15.140000	0.000000	0.000000	0.200000	0.000000	0.000000
75.800000	15.160000	0.000000	0.000000	0.200000	0.000000	0.000000
75.900000	15.180000	0.000000	0.000000	0.200000	0.000000	0.000000
76.000000	15.200000	0.000000	0.000000	0.200000	0.000000	0.000000
76.100000	15.220000	0.000000	0.000000	0.200000	0.000000	0.000000
76.200000	15.240000	0.000000	0.000000	0.200000	0.000000	0.000000
76.300000	15.260000	0.000000	0.000000	0.200000	0.000000	0.000000
76.400000	15.280000	0.000000	0.000000	0.200000	0.000000	0.000000
76.500000	15.300000	0.000000	0.000000	0.200000	0.000000	0.000000
76.600000	15.320000	0.000000	0.000000	0.200000	0.000000	0.000000
76.700000	15.340000	0.000000	0.000000	0.200000	0.000000	0.000000
76.800000	15.360000	0.000000	0.000000	0.200000	0.000000	0.000000
76.900000	15.380000	0.000000	0.000000	0.200000	0.000000	0.000000
77.000000	15.400000	0.000000	0.000000	0.200000	0.000000	0.000000
77.100000	15.420000	0.000000	0.000000	0.200000	0.000000	0.000000
77.200000	15.440000	0.000000	0.000000	0.200000	0.000000	0.000000
77.300000	15.460000	0.000000	0.000000	0.200000	0.000000	0.000000
77.400000	15.480000	0.000000	0.000000	0.200000	0.000000	0.000000
77.500000	15.500000	0.000000	0.000000	0.200000	0.000000	0.000000
77.600000	15.520000	0.000000	0.000000	0.200000	0.000000	0.000000
77.700000	15.540000	0.000000	0.000000	0.200000	0.000000	0.000000
77.800000	15.560000	0.000000	0.000000	0.200000	0.000000	0.000000
77.900000	15.580000	0.000000	0.000000	0.200000	0.000000	0.000000
78.000000	15.600000	0.000000	0.000000	0.200000	0.000000	0.000000
78.100000	15.620000	0.000000	0.000000	0.200000	0.000000	0.000000
78.200000	15.640000	0.000000	0.000000	0.200000	0.000000	0.000000
78.300000	15.660000	0.000000	0.000000	0.200000	0.000000	0.000000
78.400000	15.680000	0.000000	0.000000	0.200000	0.000000	0.000000
78.500000	15.700000	0.000000	0.000000	0.200000	0.000000	0.000000
78.600000	15.720000	0.000000	0.000000	0.200000	0.000000	0.000000
78.700000	15.740000	0.000000	0.000000	0.200000	0.000000	0.000000
78.800000	15.760000	0.000000	0.000000	0.200000	0.000000	0.000000
78.900000	15.780000	0.000000	0.000000	0.200000	0.000000	0.000000
79.000000	15.800000	0.000000	0.000000	0.200000	0.000000	0.000000
79.100000	15.820000	0.000000	0.000000	0.200000	0.000000	0.000000
79.200000	15.840000	0.000000	0.000000	0.200000	0.000000	0.000000
79.300000	15.860000	0.000000	0.000000	0.200000	0.000000	0.000000
